Fragment, Score
*Nc1ccc(O*)c(F)c1, 0.0010178335168595962
*C(=O)C1(C(=O)Nc2ccc(F)cc2)CC1, 0.0010178335168595962
*CCOc1cc2nccc(O*)c2cc1OC, 0.0010178335168595962
*C(=O)C1(*)CC1, 0.0010178335168595962
*CCCOc1cc2nccc(*)c2cc1O*, 0.0010178335168595962
*C(=O)Nc1ccc(*)c(F)c1, 0.0010178335168595962
*COc1cc2nccc(*)c2cc1OC, 0.0010178335168595962
*NC(=O)C1(C(=O)Nc2ccc(F)cc2)CC1, 0.0010178335168595962
*NC(=O)C1(*)CC1, 0.0010178335168595962
*Oc1cc2nccc(Oc3ccc(*)cc3*)c2cc1O*, 0.0010178335168595962
*C1(C(=O)Nc2ccc(F)cc2)CC1, 0.0010178335168595962
*Oc1ccc(NC(=O)C2(*)CC2)cc1F, 0.0010178335168595962
*Nc1ccc(Oc2ccnc3cc(*)c(*)cc23)c(*)c1, 0.0010178335168595962
*c1ccc(F)cc1, 0.0010178335168595962
*CCCOc1cc2nccc(*)c2cc1OC, 0.0010178335168595962
*NC(=O)C1(C(*)=O)CC1, 0.0010178335168595962
*CCCOc1cc2nccc(O*)c2cc1O*, 0.0010178335168595962
*CCOc1cc2nccc(*)c2cc1OC, 0.0010178335168595962
*Oc1ccc(NC(=O)C2(*)CC2)cc1*, 0.0010178335168595962
*c1ccc(NC(=O)C2(*)CC2)cc1, 0.0010178335168595962
*NC(=O)C1(C(=O)Nc2ccc(*)c(F)c2)CC1, 0.0010178335168595962
*Oc1cc2nccc(*)c2cc1*, 0.0010178335168595962
*NC(=O)C1(C(=O)Nc2ccc(*)cc2)CC1, 0.0010178335168595962
*Nc1ccc(F)cc1, 0.0010178335168595962
*C(=O)C1(C(*)=O)CC1, 0.0010178335168595962
*C1(*)CC1, 0.0010178335168595962
*COc1cc2nccc(O*)c2cc1OC, 0.0010178335168595962
*COc1cc2nccc(*)c2cc1O*, 0.0010178335168595962
*Oc1ccc(NC(=O)C2(C(*)=O)CC2)cc1F, 0.0010178335168595962
*Oc1ccc(NC(=O)C2(C(*)=O)CC2)cc1*, 0.0010178335168595962
*c1ccc(*)c(F)c1, 0.0010178335168595962
*Oc1ccnc2cc(*)c(OC)cc12, 0.0010178335168595962
*COc1cc2nccc(*)c2cc1*, 0.0010178335168595962
*C(=O)C1(C(=O)Nc2ccc(*)c(F)c2)CC1, 0.0010178335168595962
*CCCOc1cc2nccc(*)c2cc1*, 0.0010178335168595962
*Oc1cc2c(O*)ccnc2cc1*, 0.0010178335168595962
*Nc1ccc(Oc2ccnc3cc(*)c(O*)cc23)c(*)c1, 0.0010178335168595962
*NC(=O)C1(C(=O)Nc2ccc(*)c(*)c2)CC1, 0.0010178335168595962
*Nc1ccc2c(c1)CC(=O)N2, 0.0009955066004392042
*CNc1nc(*)ncc1C(F)(F)F, 0.0009955066004392042
*Nc1ncc(C(*)(*)F)c(NCc2cccnc2*)n1, 0.0009955066004392042
*CNc1nc(N*)ncc1C(F)(F)F, 0.0009955066004392042
*c1ncc(C(F)(F)F)c(*)n1, 0.0009955066004392042
*c1cccnc1N(*)S(C)(=O)=O, 0.0009955066004392042
*c1ncc(C(*)(F)F)c(NCc2cccnc2*)n1, 0.0009955066004392042
*Cc1cccnc1N(*)S(*)(=O)=O, 0.0009955066004392042
